name,first_week,year,inflation,first_week_box
Ошибка времени,04.03.2016,2016,"1,04",325253
Барбара,16.08.2012,2012,"1,434751",235690
Не оставляй меня,03.11.2017,2017,1,335078
Козни. Последний сюжет Пазолини,03.11.2017,2017,1,333378
Я объявляю войну,10.11.2011,2011,"1,539488",216277
Чебурашка,05.06.2014,2014,"1,202238",276668
Анонимные романтики,01.09.2011,2011,"1,539488",216050
Эверест. Достигая невозможного,19.02.2015,2015,"1,09096",304791
Славные ублюдки,31.10.2013,2013,"1,328473",250000
Бедуин,15.03.2012,2012,"1,434751",231348
Путешествие из Парижа,29.04.2016,2016,"1,04",319000
Обет молчания,24.11.2017,2017,1,331002
Танцуй со мной,15.07.2016,2016,"1,04",318013
Клад,11.11.2016,2016,"1,04",317485
Страшная воля богов,23.04.2015,2015,"1,09096",302059
Много шума из ничего,12.12.2013,2013,"1,328473",247003
Пока еще жива,05.02.2015,2015,"1,09096",300000
Видели ночь,28.04.2017,2017,1,327256
Под ветвями боярышника,18.08.2011,2011,"1,539488",212290
Последний Мамонт Франции,21.07.2011,2011,"1,539488",212214
Пингвин нашего времени,20.11.2015,2015,"1,09096",298728
"Прощай, речь 3D",06.11.2014,2014,"1,202238",270477
Предчувствие любви,21.08.2014,2014,"1,202238",270000
Танец реальности,07.08.2014,2014,"1,202238",270000
Белый Бог,12.02.2015,2015,"1,09096",297000
Монстры Юга,26.05.2017,2017,1,322470
Пещера,25.06.2015,2015,"1,09096",295241
Я не вернусь,12.06.2014,2014,"1,202238",267312
Осенью 41-го,11.11.2016,2016,"1,04",308430
Молодая кровь,20.08.2015,2015,"1,09096",292210
Супер Брис,11.11.2016,2016,"1,04",305757
Хочу в Голливуд,14.06.2012,2012,"1,434751",220800
9 дней и одно утро,02.10.2014,2014,"1,202238",261840
Барака,14.11.2013,2013,"1,328473",235000
Американская пастораль,02.12.2016,2016,"1,04",297691
Про рок,01.12.2017,2017,1,306702
Oscar Shorts-2017. Анимация,07.04.2017,2017,1,306349
Тронутые,25.03.2016,2016,"1,04",292650
Гордость,13.08.2015,2015,"1,09096",277500
Ужасные истории,15.10.2015,2015,"1,09096",275840
Повелитель бури,21.01.2010,2010,"1,673423",179328
"Частное пионерское. Ура, каникулы!!!",24.03.2017,2017,1,300000
Будущее,10.11.2011,2011,"1,539488",193714
Арло: Говорящий поросёнок,19.08.2016,2016,"1,04",286000
Неаполитанские истории,21.04.2017,2017,1,296984
Короче,29.04.2016,2016,"1,04",283722
"Милый Ханс, дорогой Петр",11.03.2016,2016,"1,04",283658
Диор и я,05.03.2015,2015,"1,09096",269985
Безопасность не гарантируется,28.02.2013,2013,"1,328473",221686
Завуалируй это,27.10.2017,2017,1,292357
И всё же Лоранс,31.05.2013,2013,"1,328473",219645
Облава,28.07.2011,2011,"1,539488",189302
45 лет,04.12.2015,2015,"1,09096",267000
Городские птички,16.12.2016,2016,"1,04",280000
Оскар 2015. Короткий метр: Анимация,09.04.2015,2015,"1,09096",266905
Песочный человек,29.11.2012,2012,"1,434751",200000
Беспредел,25.04.2013,2013,"1,328473",215324
Аргентина,27.11.2015,2015,"1,09096",260000
Золотая рыбка в городе N,24.11.2011,2011,"1,539488",184080
Прокофьев: Во время пути,09.09.2016,2016,"1,04",270000
Человек,05.02.2016,2016,"1,04",269933
Future Shorts Метаморфозы,06.01.2017,2017,1,280189
Future Shorts. Потепление,28.04.2017,2017,1,275968
Со мною вот что происходит,06.12.2012,2012,"1,434751",192293
За холмами,25.10.2012,2012,"1,434751",192213
Обезьяна,11.07.2013,2013,"1,328473",207586
3 счастливых поросенка,30.12.2016,2016,"1,04",263598
20 000 дней на Земле,23.10.2014,2014,"1,202238",227999
"Я, снова я и мама",19.12.2013,2013,"1,328473",206327
Отдать концы,24.10.2013,2013,"1,328473",204340
Ян Карский. Праведник мира,05.02.2016,2016,"1,04",260000
Thriller shorts,28.10.2016,2016,"1,04",258434
Однажды в Германии,05.05.2017,2017,1,267828
Эпоха танцев,31.03.2017,2017,1,266422
Развод в большом городе,19.12.2013,2013,"1,328473",200378
Рок,10.11.2017,2017,1,265588
"Алиса знает, что делать! Зеленая месть",01.10.2015,2015,"1,09096",243094
Мистер Феличита,24.11.2017,2017,1,265110
Код Каина,13.05.2016,2016,"1,04",254678
Метаморфозис,20.11.2015,2015,"1,09096",241000
Звери дикого Юга,05.07.2012,2012,"1,434751",183200
Оторвы,24.04.2014,2014,"1,202238",218392
Вот так подружка,02.01.2015,2015,"1,09096",240000
Новогодний отрыв,22.01.2016,2016,"1,04",250343
Семейка вампиров,07.11.2013,2013,"1,328473",194301
"Дядюшка Бунми, который помнит свои прошлые жизни",12.05.2011,2011,"1,539488",166818
Пристрастие к жизни,04.12.2014,2014,"1,202238",212810
Супер мама,01.10.2015,2015,"1,09096",234509
Рай: Надежда,15.08.2013,2013,"1,328473",191720
Джекпот,27.12.2012,2012,"1,434751",177433
901 километр,12.04.2012,2012,"1,434751",176460
Нет,21.02.2013,2013,"1,328473",189545
Замечательная жизнь,19.07.2012,2012,"1,434751",175375
Такси,17.09.2015,2015,"1,09096",230000
Приходи как есть,19.07.2012,2012,"1,434751",174185
Джимми – покоритель Америки,20.01.2017,2017,1,249752
Однажды в Анатолии,12.01.2012,2012,"1,434751",172927
Мебиус,07.11.2013,2013,"1,328473",185790
Цена человека,26.02.2015,2015,"1,09096",224000
Танго либре,11.07.2013,2013,"1,328473",183440
Четырежды,23.06.2011,2011,"1,539488",158159
Темная лошадка,02.08.2012,2012,"1,434751",169088
Ураган: Одиссея ветра,26.08.2016,2016,"1,04",231991
Клинч,22.10.2015,2015,"1,09096",221000
10 мгновений судьбы,15.05.2014,2014,"1,202238",200000
Слепые свидания,28.05.2015,2015,"1,09096",220058
Находка,04.12.2015,2015,"1,09096",220000
"Два дня, одна ночь",16.10.2014,2014,"1,202238",198934
Музыка нас связала,21.06.2012,2012,"1,434751",165220
Кровь моей крови,22.01.2016,2016,"1,04",227913
Укрытие,26.04.2012,2012,"1,434751",164994
Без ума от Tiffany,10.06.2016,2016,"1,04",226312
Тетро,14.01.2010,2010,"1,673423",140280
Свадьба белой ночью,21.01.2010,2010,"1,673423",140000
Антон тут рядом,11.10.2012,2012,"1,434751",162750
Леди,28.06.2012,2012,"1,434751",158788
Ещё,18.09.2014,2014,"1,202238",188845
Театр призраков,12.02.2016,2016,"1,04",218107
9 месяцев строгого режима,27.02.2014,2014,"1,202238",186961
Встречный ветер,24.05.2012,2012,"1,434751",156620
Мустанг,15.10.2015,2015,"1,09096",205000
Приключения красного самолетика,01.07.2016,2016,"1,04",214211
Со склонов Кокурико,18.10.2012,2012,"1,434751",153432
Тайна Снежной Королевы,25.03.2016,2016,"1,04",211480
С пяти до семи,27.01.2017,2017,1,219869
Рыба-мечта,23.12.2016,2016,"1,04",209734
Маркиз,10.11.2011,2011,"1,539488",141303
Навязчивые ритмы,12.06.2014,2014,"1,202238",177796
"Все, что у меня есть",06.05.2016,2016,"1,04",205000
Кинотавр Shorts,09.09.2016,2016,"1,04",202710
Наступит ночь,07.05.2015,2015,"1,09096",193145
Да здравствуют антиподы!,13.06.2013,2013,"1,328473",158530
Турецкий для начинающих,26.09.2013,2013,"1,328473",157850
Последний полёт,16.06.2011,2011,"1,539488",136009
Табу,01.11.2012,2012,"1,434751",145610
SиSтема. Шоу братьев Запашных,16.12.2016,2016,"1,04",200704
Любовь и пингвины,30.09.2016,2016,"1,04",200372
Младенец в подарок,15.05.2014,2014,"1,202238",173200
Куда бы еще вторгнуться?,04.11.2016,2016,"1,04",199768
Глория,17.04.2014,2014,"1,202238",172378
Зимний путь,27.02.2014,2014,"1,202238",171799
Том на ферме,24.04.2014,2014,"1,202238",170650
Король бельгийцев,24.03.2017,2017,1,204952
Птица,19.05.2017,2017,1,204809
Завтра на рассвете,20.05.2010,2010,"1,673423",121986
Штиль,07.03.2013,2013,"1,328473",153000
Черные небеса,06.10.2011,2011,"1,539488",130996
"Всё, что вы хотели знать о сексе и налогах",01.05.2014,2014,"1,202238",167000
2+2,06.06.2013,2013,"1,328473",151000
Прерванный полёт,04.06.2015,2015,"1,09096",183845
Калачи,15.09.2011,2011,"1,539488",129600
Парижская опера,24.11.2017,2017,1,199409
Племя,19.02.2015,2015,"1,09096",180755
Примечание,02.08.2012,2012,"1,434751",137350
Роман с кокаином,16.01.2014,2014,"1,202238",163882
Сахар,11.03.2016,2016,"1,04",189396
Довольно добрый человек,03.06.2010,2010,"1,673423",117615
Злодей,29.07.2010,2010,"1,673423",117255
Квартет,11.04.2013,2013,"1,328473",147100
Охрана,01.04.2016,2016,"1,04",187711
Разбуди меня,31.03.2017,2017,1,195082
Идём со мной,08.07.2016,2016,"1,04",186534
Разрешите вас прикончить?,21.03.2013,2013,"1,328473",146004
"Про жену, мечту и еще одну…",07.11.2013,2013,"1,328473",145870
Команда мечты,21.11.2013,2013,"1,328473",144042
Золотой мальчик,02.07.2015,2015,"1,09096",175000
Роботы,30.01.2014,2014,"1,202238",157407
Суперстар,03.01.2013,2013,"1,328473",142050
Полный беспредел,16.05.2013,2013,"1,328473",139814
Ералаш в кино,03.11.2017,2017,1,185369
Пупупиду,08.12.2011,2011,"1,539488",120064
Параджанов,08.05.2014,2014,"1,202238",152762
"Зимняя сказка, или Королева, потерявшая имя",06.01.2017,2017,1,183102
Легкие деньги,27.11.2014,2014,"1,202238",152204
Очень плохие парни,13.02.2014,2014,"1,202238",151750
Самокритика буржуазного пса,16.06.2017,2017,1,181936
Переправа 2,22.10.2015,2015,"1,09096",165885
Моя мама,24.09.2015,2015,"1,09096",165244
Парад,11.10.2012,2012,"1,434751",125385
Испытание,18.09.2014,2014,"1,202238",149573
Дикие травы,22.07.2010,2010,"1,673423",106596
Аномалия,03.11.2017,2017,1,177849
Ровер,18.09.2014,2014,"1,202238",147611
Суперстюард,03.02.2017,2017,1,175880
Аджами,15.07.2010,2010,"1,673423",104023
Без названия,22.12.2011,2011,"1,539488",112645
Зеленая планета,05.03.2015,2015,"1,09096",158575
"О, Интернет! Грезы цифрового мира",28.10.2016,2016,"1,04",165960
Если твоя девушка – зомби,18.09.2014,2014,"1,202238",142484
Осатаневшая,11.08.2011,2011,"1,539488",110890
Хочешь или нет?,11.12.2014,2014,"1,202238",141780
The Reflektor Tapes,24.09.2015,2015,"1,09096",155615
В другой стране,18.10.2012,2012,"1,434751",116670
"И смех, и грех",01.12.2017,2017,1,166638
Горький вкус свободы,08.12.2011,2011,"1,539488",107940
Скандинавский форсаж,13.08.2015,2015,"1,09096",152000
"Все, что ты хочешь",12.05.2011,2011,"1,539488",106647
После любви,14.02.2013,2013,"1,328473",123500
Рюдзо и семеро бойцов,20.11.2015,2015,"1,09096",150000
Красная армия,27.08.2015,2015,"1,09096",149993
Дипан,04.12.2015,2015,"1,09096",149233
Запретная Зона 3D,19.02.2016,2016,"1,04",154884
Галерея Вельвет,22.01.2016,2016,"1,04",154530
Янковский,19.02.2015,2015,"1,09096",147202
Бездельники,10.11.2011,2011,"1,539488",104293
Этюды втроем,05.08.2010,2010,"1,673423",95390
Эксперимент «Повиновение»,13.12.2012,2012,"1,434751",110930
Две истории о любви,19.02.2015,2015,"1,09096",145692
Челси со льдом,12.08.2010,2010,"1,673423",94540
Ева: Искусственный разум,12.01.2012,2012,"1,434751",109690
Маша и медведь. Запутанные истории,16.07.2015,2015,"1,09096",144199
